content;score;date;version;app_name;sentiment_label;sentiment_score;PIX;Login/Autenticação;Performance;Interface/Usabilidade;Empréstimos/Crédito;Pagamentos/Boletos;Saldo/Extrato;Atendimento;Cadastro/Conta;Investimentos;Segurança;Notificações;Questões geográficas;Placas/Veículos;Tarifas/Cobranças;Outros
não consegui abrir uma conta;1;2025-12-26 10:45:53;25.9.1.3;Santander;negative;0.7595551609992981;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Fazem uma atualização para fins de melhoramento, mas aí colocam na aba fatura de uma forma que não conseguimos fazer o controle de gastos e ver os lançamentos mais antigos. Mais de 10 anos com Santander e essa é a pior versão do app. Para meu pai então, que não é tão adepto a essas alterações, nos anteriores ele mesmo se achava no app, agora está bem difícil.;2;2025-12-26 09:35:30;25.9.1.3;Santander;negative;0.9058777093887328;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
não gosto desse negocio de ter separado conta corrente e conta investimento;3;2025-12-26 09:21:49;25.9.1.3;Santander;negative;0.8422331213951111;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
só aparece que o Apple encontrou problemas técnicos e não resolve , não abre .;1;2025-12-26 00:54:19;25.9.1.3;Santander;negative;0.7757493257522583;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
no app não tem como antecipar as parcelas do empréstimo fazemos com um agente de crédito, temos que ligar pro banco, seria bem mais fácil se tudo fosse pelo aplicativo...o suporte poderia me responder por gentileza!;1;2025-12-25 22:31:27;25.9.1.3;Santander;negative;0.6920915842056274;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
pessima noticia, o app não esta disponivél para meu samsung tablet s9 ultra. porque isso santander?;1;2025-12-25 22:07:57;25.9.1.3;Santander;negative;0.9209119081497192;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
É péssimo para resolver algum problema. O sistema de atendimento por telefone/aplicativo é simplesmente inútil...;1;2025-12-25 20:23:23;25.9.1.3;Santander;negative;0.9577549695968628;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
desde que atualizou não entra mais o App. já liguei já mandei e-mail aí resolve por 2 dias e volta novamente o erro. hoje e dia 25/12 e depois desses dias todos o app continua com problemas já desinstalei e baixei atualizado e nada ainda e eu preciso desse app pois e bele q recebo meu salário.;2;2025-12-25 17:46:30;25.9.1.3;Santander;negative;0.846968412399292;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
cada dia fico mais decepcionado com esse aplicativo, já me deixou na mão algumas vezes, por exemplo não abrir o aplicativo tô com mais de 24 horas tentando e nada, o ID que fica pede para eu atualizar quase toda vez que vou abrir o app, tô pensando seriamente em fazer a portabilidade do meu salário para outro banco. Absurdo essa situação com dinheiro preso na conta por conta desse aplicativo do banco pleno feriado.;1;2025-12-25 17:22:29;;Santander;negative;0.9199482798576356;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
o app é horrível! vive bugado, nem dá pra confiar, te deixa na mão o tempo todo..;1;2025-12-25 17:13:49;25.9.1.3;Santander;negative;0.957231342792511;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
horrível fiz o cadastro mais não consigo entrar na conta 😕;1;2025-12-25 16:26:07;;Santander;negative;0.9235798716545104;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
aplicativo não está abrindo no Motorola G8 Power já desinstalei e instalei de novo e não abre;1;2025-12-25 14:30:03;;Santander;negative;0.7559633255004883;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
muito bom msm só precisa melhorar mais agora aplicativo ficar dando problema de entra na plataforma precisa melhorar;5;2025-12-25 13:49:09;25.9.1.3;Santander;negative;0.5973506569862366;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
O banco simplesmente reduziu meu limite hoje que ja era baixo de 993$ para $172,00 sendo que pago as faturas, hoje estava precisando do limite e simplesmente zeraram o limite que eu tinha após reduzir para hoje, gostaria muito do limite reestabelecido ou irei cancelar o cartão pois é inviável ficar com um crédito de 172,00 muito pouco..;1;2025-12-25 12:32:34;25.9.1.3;Santander;negative;0.8577254414558411;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
nao consigo acessar meus dados e preciso encaminhar os dados para a empresa app orrivel, muito ruim..;1;2025-12-25 10:22:27;;Santander;negative;0.9421799778938292;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
boooooom;5;2025-12-25 08:46:15;25.9.1.3;Santander;negative;0.3944401741027832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Não estou conseguindo acessar minha conta FREE. Direpente ja nao consigo entrar. manda eu pro WEY, que la ei nao tenho acesso a chave pix e outros serviços ou seja a NADA. E quero voltar a conta do SANTANDER mesmo aonde tenho uma conta;1;2025-12-25 08:24:55;25.9.1.3;Santander;negative;0.892709493637085;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
o app demora muito para baixar;1;2025-12-25 07:41:02;25.9.1.3;Santander;negative;0.8393025398254395;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
felizmente já estou melhor em outra instituição financeira, Santander não há atualização com transparência em seus aplicativos, removi esse inútil app que não tem boas opções para se resolver pendências , ao invés de ajuda, só prejudica retirando meus limites de crédito apesar de serem sempre pagos , agora basta cansei dessa parceria inútil, posso até acertar as últimas pendências mas depois não quero mais nada com vocês, acabou aqui , há outras instituições financeiras com mais transparência;1;2025-12-24 22:16:07;25.9.1.3;Santander;negative;0.806050181388855;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Funcionava bem, mas agora ele fecha sozinho na aba de senha, ficou impossível logar;1;2025-12-24 21:25:01;;Santander;negative;0.843629777431488;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
aplicativo muito ruim trava muito;1;2025-12-24 19:28:55;25.9.1.3;Santander;negative;0.9412946701049804;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
App muito abaixo dos concorrentes, cheios de bugs e lento. Um exemplo, você tenta fazer um Pix com um valor além do que você tem, não aparece o valor que você tem e ainda o ícone de mostrar/ocultar não serve para nada (apesar de aparecer e ser clicável);1;2025-12-24 18:43:29;25.9.1.3;Santander;negative;0.9178571105003356;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
Que droga! Como pode um aplicativo de banco não ter a opção de fazer download do extrato EM PLENO 2025? E para conseguir retirar o extrato de um período maior que trinta dias é impossível de fazer em caixa eletrônico, tem que se encaminhar para uma agência lotada e com os funcionários atendendo de má vontade.;2;2025-12-24 18:41:29;25.9.1.3;Santander;negative;0.9337469339370728;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
app sempre bugando aff;2;2025-12-24 18:37:04;25.9.1.3;Santander;negative;0.9160032272338868;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
MINHA SENHA NÃO TA APARECENDO NO APP CHAVE DE ASSESSO TAMBÉM;5;2025-12-24 18:30:48;25.9.1.3;Santander;negative;0.7732588052749634;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aplicativo demorando pra abrir e toda vez tenho que desinstalar e instalar novamente. corrijam já isso aí pô!!!;2;2025-12-24 17:18:28;25.9.1.3;Santander;negative;0.8374689221382141;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
demora abrir o aplicativo de mais;3;2025-12-24 17:03:58;25.9.1.3;Santander;negative;0.8788468241691589;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
essa nova atualização ficou péssima, era muito melhor como era antes, muito, além de viver cheio de erros esse aplicativo. Santander poderia ser o melhor banco do mundo se melhorasse seu sistema, diminuísse as taxas absurdas e tivesse mais qualidade no geral.;1;2025-12-24 16:42:58;25.9.1.3;Santander;negative;0.9537255764007568;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
o pior banco que já usei app todo bugado 🤬🤬🤬🤬🤬;1;2025-12-24 16:31:13;25.9.1.3;Santander;negative;0.9502254128456116;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Nova atualização do aplicativo ficou péssima, demora para abrir, quando abre, na carrega. Arrumem imediatamente!;1;2025-12-24 16:12:13;25.9.1.3;Santander;negative;0.9307153224945068;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Já faz mais de uma semana que não consigo entrar no banco, vou sexta feira na agência, se não resolverem, vou processa-los e divulgar pro Brasil inteiro que o Santander é muito ruim!!!!!!!!;1;2025-12-24 14:26:35;25.9.1.3;Santander;negative;0.9393613934516908;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Login podia melhorar, impressão digital sempre da erro e pede a senha.;3;2025-12-24 14:10:35;25.9.1.3;Santander;negative;0.8573612570762634;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ola! Quero encerrar minha conta Santander, o motivo é que não faço uso dela. Já tentei pelo chat e não consigo de uma forma, por favor eu preciso que regularizem minha situação.;2;2025-12-24 13:46:55;25.9.1.3;Santander;negative;0.7237148284912109;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
não me serviu pra nada,não recomendo esse banco,credo.;1;2025-12-24 13:07:38;25.9.1.3;Santander;negative;0.9337453842163086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
aplicativo muito ruim não consigo fazer Pix pra ninguém vou ter que espera uma agência abri pra poder sacar meu dinheiro por que no tô conseguindo paga nada por mim;1;2025-12-24 12:14:00;25.9.1.3;Santander;negative;0.9150023460388184;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Está impossível verificar a senha do cartão! A seção de escolher um cartão para ver ou configurar a senha está inativa!;1;2025-12-24 11:36:30;;Santander;negative;0.7742420434951782;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
está apresentando diversas vezes falhas para finalizar Pix, chega a ser constrangedor, já reinicie o app, atualizei e não resolveu, até quando vai fica assim??;1;2025-12-24 11:34:26;25.9.1.3;Santander;negative;0.9339207410812378;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Olá cliquei em abaixar o app, mostra que ta abaixado porém não aparece o app no meu celular, clico em desisalar e não desistala e não se encontra no meu celular só aparece aqui. estou clicando no link que mandaram aqii e não abre chat nenhum;1;2025-12-24 11:30:26;25.9.1.3;Santander;negative;0.72694993019104;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
ótimo banco. mas o app de uns tempos pra cá fica saindo sem motivo;3;2025-12-24 10:33:57;25.9.1.3;Santander;negative;0.7258288264274597;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ótimo mas não libera crédito de forma alguma;5;2025-12-24 09:32:35;25.9.1.3;Santander;negative;0.7056100964546204;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
muito erro e demora para abrir o app toda vez tenho que reiniciar o celular para tentar usar o app;1;2025-12-24 09:28:04;;Santander;negative;0.838115394115448;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
toda vez que entro no app, não reconhece meu login via digital e pede pra entrar com a senha de número, mas pelo outros apps que usam digital funciona de primeira, sem problemas.;3;2025-12-24 08:01:01;25.9.1.3;Santander;negative;0.5813957452774048;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
toda hora esse app fica fora, impressionante, como um banco desse porte se presta a fazer um app tão ruim... vou acabar fazendo portabilidade pra outro banco;2;2025-12-24 06:05:52;25.9.1.3;Santander;negative;0.9548808336257936;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Fácil de usar mas as vezes apresenta instabilidade;4;2025-12-24 04:30:40;25.9.1.3;Santander;negative;0.7074747681617737;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
o app está orrivel está deixando a desejar não abre toda vez que vou usar diz que está com problema técnico liguei pra central funcionou de pois paro.;1;2025-12-23 23:37:11;25.9.1.3;Santander;negative;0.9262444376945496;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
deveria avisar quando recebemos algum pix ..a notificação é inexistente;2;2025-12-23 23:19:16;25.9.1.3;Santander;negative;0.6529577374458313;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
passou de 200 tem fazer reconhecimento muito chato;1;2025-12-23 22:54:51;24.3.3.0;Santander;negative;0.9508510828018188;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
péssimo pagar pagar uma fatura, induzem a gente a usar um limite de crédito deles em vez de deixar fazer um boleto e no link do Pix ainda temos de digitar o valor total da fatura. aprendam com nubank como se faz...;1;2025-12-23 21:19:41;25.9.1.3;Santander;negative;0.934920608997345;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
Quase sempre dá algum erro na hora de pagar com pix;1;2025-12-23 20:53:03;25.6.2.23;Santander;negative;0.8021013736724854;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
péssimo entra em manutenção direto,só deixa a pessoa na mão direto;1;2025-12-23 20:42:22;25.9.1.3;Santander;negative;0.9239699840545654;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hontem a noite o banco ficou inoperante pagar por Pix e hoje novamente;1;2025-12-23 20:39:18;25.9.1.3;Santander;negative;0.8860332369804382;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ei estar havendo constantemente falha , não consegui mandar Pix ,nesse exato momento estou debilitada;3;2025-12-23 20:39:17;25.9.1.3;Santander;negative;0.9205263257026672;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Toda hora esse banco sai do ar. quanto amadorismo, os senhores deveriam se envergonhar. já passei tanta vergonha no caixa porque esse app fraudulento cai toda hora.;1;2025-12-23 20:36:08;25.9.1.3;Santander;negative;0.942086100578308;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bom mas não me disponibiliza credito;4;2025-12-23 19:38:54;25.9.1.3;Santander;negative;0.6883881092071533;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Vinha usando o app normalmente. De repente comecei a não conseguir maia efetuar pagamentos porque ele exige reconhecimento facial. Mas nunca cadastrei minha biometria. Então, como vai ser exigido algo que não cadastrei?! Vou ter que voltar a pagar em caixa eletrônico?;1;2025-12-23 18:59:10;25.9.1.3;Santander;negative;0.7807914018630981;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Resolvam os problemas do app por favor, ninguém aguenta app assim com falhas seguidas, por favor... agora novamente, por favor, o que acontece com esse app??? toda semana tem falhas... corrijam por favor,,;2;2025-12-23 18:19:07;25.9.1.3;Santander;negative;0.9030083417892456;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Preciso entrar no app e fica dando problema;5;2025-12-23 17:06:04;25.9.1.3;Santander;negative;0.7547744512557983;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O app parece um site porno dos anos 2000 de tanto anúncio e propaganda.;1;2025-12-23 15:26:03;;Santander;negative;0.6513155102729797;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
muita demora pra resolver o problema;3;2025-12-23 14:58:47;25.9.1.3;Santander;negative;0.7333618998527527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Horrível, na hora fazer o pix ela trava a tela e não aparece a para selecionar que sai da conta corrente tem que voltar várias vezes até conseguir;1;2025-12-23 14:47:19;25.9.1.3;Santander;negative;0.895807147026062;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
não consigo usar o app;1;2025-12-23 14:03:37;25.9.1.3;Santander;negative;0.7995939254760742;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
o app do Santander tá muito ruim de ler e pesquisar o saldo. essa ideia de borrar o saldo é ridícula e contra producente... querem modernizar e só atrapalharam ... chatoooio;3;2025-12-23 13:58:37;25.9.1.3;Santander;negative;0.9665993452072144;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
péssimo o acesso;1;2025-12-23 11:42:37;;Santander;negative;0.9427915215492249;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tá bugado quando vai fazer logout, fica em loop infinito e não volta pra home do aparelho.;3;2025-12-23 11:25:24;25.9.1.3;Santander;negative;0.7572978734970093;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Além dos bugs o app não entrega notificações mesmo estando habilitada tal função,o banco junto com app demora muito as confirmações de internet banking. Péssimo;1;2025-12-23 10:54:04;25.9.1.3;Santander;negative;0.9394381642341614;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
senhores nos que Nascemos e crescemos na geração X não temos a intimidade usual de outras pessoas por favor não nos exponham ao vexame de escandalizarmos a todos ao pedir ajuda à nossos netos para superar barreiras aparentemente intransponíveis quanto ( por exemplo ) conversar com as inúmeras e benditas máquinas que ficam nos pedindo para mudar de tela indo e vindo nesse c..... desculpe..... foi apenas um escape de indignação que ocorreu espero não ter causado constrangimento a ninguém;2;2025-12-23 10:36:55;25.9.1.3;Santander;negative;0.6771590113639832;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Decepção com o banco Santander. Tenho conta poupança e fui tirar dinheiro no banco 24 horas e não saiu o dinheiro e caiu o sistema logo em seguida. Abri protocolo no saque e na Ouvidoria o qual não recebi o estorno do valor de 150,00 desde 12/11/25, alegando que no dia não ficou nenhuma sobra de dinheiro no caixa. Fiquei no prejuízo e muito decepcionada.;1;2025-12-23 10:27:33;25.9.1.3;Santander;negative;0.9402020573616028;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
aplicativo tá horrível, não deixa eu fazer Pix , meu dinheiro tá preso lá , não consigo tirar .;1;2025-12-23 09:37:05;25.9.1.3;Santander;negative;0.9347716569900512;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
depois da última atualização nunca mais funcionou a biometria;1;2025-12-23 09:17:53;25.9.1.3;Santander;negative;0.6476690173149109;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Se você atrasar a fatura do cartão 1 dia, o app não te dá opção de pagar a fatura integral, somente parcelar com juros absurdos. Eu já tentei inúmeras vezes falar com a central de ajuda e sem sucesso. Eu estou com o dinheiro pra efetuar o pagamento integral da fatura desde o dia 14/12, a fatura venceu dia 13/12 e eu não consigo pagar. Pelo jeito vocês vão me roubar de uma forma ou de outra, ou com os juros acima de 400% do parcelamento ou com os juros do atraso.;1;2025-12-23 08:06:17;25.9.1.3;Santander;negative;0.857835590839386;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
não consigo realizar agendamento para pagamentos, sempre mostra a mensagem que no momento não está funcionando e é para realizar no dia seguinte.;1;2025-12-23 06:58:45;25.9.1.3;Santander;negative;0.7302103638648987;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
criei a conta, baixei o aplicativo e nem abre fica só na mensagem de errou em carregar suas informações tente novamente e nesse tente novamente já tem dois dias...;2;2025-12-23 06:21:53;25.9.1.3;Santander;negative;0.8018882870674133;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
🤦‍♂️;5;2025-12-23 04:49:18;25.9.1.3;Santander;negative;0.6109827756881714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Banco que não tive assistência nenhuma todo mês é um problema e quando eles vêem que não estamos satisfeitos mandam mensagem dizendo que não quer a gente como cliente, decepção;1;2025-12-23 00:41:29;25.9.1.3;Santander;negative;0.9435835480690002;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ultimamente o aplicativo tá péssimo não abre apresenta erro todo tempo .;1;2025-12-22 23:16:49;25.9.1.3;Santander;negative;0.9356446266174316;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
se pudesse não daria nenhuma estrela. O app é péssimo, asistencia virtual e nada são a mesma coisa e atendimento é uma lixo. A empresa me obriga a ter conta nesse umbral, se não já teria encerrado a conta, e com certeza, não indico pra ninguém. Pior banco que eu já tive;1;2025-12-22 23:08:16;25.9.1.3;Santander;negative;0.9573678970336914;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
estou há 15 minutos aguardando ser atendido depois de passar pela secretaria eletrônica. esta muito difícil falar com o Santander. não consigo abrir nem o código de segurança;1;2025-12-22 22:20:12;25.9.1.3;Santander;negative;0.8799632787704468;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
cadastrei a digital e fica pedindo a senha numeral de forma frequente, enche o saco, fora a lentidão do próprio app abrir.;2;2025-12-22 20:26:14;25.9.1.3;Santander;negative;0.9286356568336488;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
app ruim assim como o banco.;1;2025-12-22 19:25:36;25.9.1.3;Santander;negative;0.9526398181915284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
péssimo, trava não abre vive dando erro;1;2025-12-22 18:34:26;25.9.1.3;Santander;negative;0.9430899620056152;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
não consegui entrar em minha conta só está dando falha;1;2025-12-22 18:25:32;25.9.1.3;Santander;negative;0.8186368942260742;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nas últimas semanas e hoje, 22/12/25, enfrento problemas de login. Entro em contato com muito sofrimento pelo SAC, sigo as orientações da atendente, esvazio o cachê e nada! É uma pena uma instituição deste porte e com a reputação que tem, fazer o cliente passar por este tipo de transtorno. O app Way, também com problema de login!;2;2025-12-22 17:55:39;;Santander;negative;0.9447537064552308;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
a última versão está péssima: não a eita a digital e a todo momento fica dando erro, tendo q solicitar a senha para acessar o app;1;2025-12-22 17:36:48;25.9.1.3;Santander;negative;0.939635932445526;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Aplicativo apresenta muitas falhas no reconhecimento de Digital;4;2025-12-22 17:32:43;25.9.1.3;Santander;negative;0.8032715916633606;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Desisti de usar este banco por causa deste aplicativo horrível, para entrar e fazer um Pix é 3 anos, para aplicar um dinheiro na poupança é um parto. Pior aplicativo de banco de todos os tempos;1;2025-12-22 17:32:20;25.9.1.3;Santander;negative;0.948258101940155;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Pior aplicativo de banco que já usei! Estou com um problema técnico para acessar a área de serviços da conta, entrei em contato com o suporte no app, e encerraram o chat na minha cara. Liguei para o atendimento e não tive resposta. Pensei que o problema fosse no meu celular, baixei em outro e continuou o mesmo erro. Horrível, quando você mais precisa o banco te deixa na mão. Nunca mais uso Santander, nem eu e nem minha família.;1;2025-12-22 17:14:00;25.9.1.3;Santander;negative;0.9337533712387084;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
recebi o cartão mas não consigo desbloquear, colocar senha nem fazer nada já tentei entrar em contato várias vezes mas ninguém resolve nada;2;2025-12-22 15:00:47;25.9.1.3;Santander;negative;0.7541607022285461;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
nossa atualização tá péssima, me confunde toda na hora de pagar a fatura, tô pra cancelar e mudar pra outro banco;1;2025-12-22 14:31:48;25.9.1.3;Santander;negative;0.9439175128936768;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
O aplicativo está péssimo depois da última atualização. Sempre dando erro.;2;2025-12-22 14:28:36;25.9.1.3;Santander;negative;0.9300804138183594;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
não esta abrindo;1;2025-12-22 14:05:22;25.9.1.3;Santander;negative;0.6882376670837402;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Depois da atualização a função de pagamento do cartão de crédito está horrível ruim de vizualizar quanto deu a fatura e não apresenta o botão de pagamento;1;2025-12-22 12:54:18;25.9.1.3;Santander;negative;0.9193477630615234;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Não consigo acessar... Erro;1;2025-12-22 12:27:15;25.9.1.3;Santander;negative;0.9089844226837158;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ultimamente tem dado muito problema para entrar com a biometria;4;2025-12-22 11:52:49;25.9.1.3;Santander;negative;0.8793713450431824;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aplicativo não presta vc tenta entrar pra vc abrir uma conta mais o aplicativo não abre fica em branco o tempo todo;1;2025-12-22 10:40:22;25.9.1.3;Santander;negative;0.824561595916748;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Bom Acho que poderiam melhorar a atualização instantânea do saldo na conta select, pois quando fazemos transações ou pagamentos com muita frequência no mesmo horario, o saldo demora a atualizar, isso nos deixa perdido quando ao saldo em conta função que qualquer app de fintech é outros bancos já tem.;3;2025-12-22 10:35:56;25.9.1.3;Santander;negative;0.6989938020706177;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
está sempre dando erro, na hora que precisa não funciona;3;2025-12-22 10:33:09;25.9.1.3;Santander;negative;0.8382400870323181;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
app não atualiza;1;2025-12-22 10:11:19;25.9.1.3;Santander;negative;0.7266208529472351;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
instalei e não abre, simples!!!!;1;2025-12-22 09:29:38;;Santander;negative;0.8079633116722107;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tive muitas decepções com esse banco;1;2025-12-22 07:19:12;25.9.1.3;Santander;negative;0.8721484541893005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
está péssimo esse aplicativo;1;2025-12-22 06:00:43;25.9.1.3;Santander;negative;0.9546024203300476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Gostaria de relatar que o aplicativo está apresentando erros constantes durante o uso, por gentileza corrigir o erro, pois está causando desconforto durante o uso.;4;2025-12-22 05:31:40;25.9.1.3;Santander;negative;0.7780152559280396;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
não libera nem um credito de 1500,00 pra mim,então não merece nota alta8;1;2025-12-22 01:16:01;25.9.1.3;Santander;negative;0.890967607498169;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ultimamente o aplicativo Santander não está legal , enviei um dinheiro pra minha conta Santander só que no momento de fazer o pix pra outra conta está dando que n tem limite e saldo e só pedindo Pix agendado não sei qual o problema e o porque tá acontecendo isso não consegui resolver com o SAC ainda n resolveu o meu problema e meu dinheiro preso no aplicativo não dá pra movimentar n da pra fazer Pix transferir não dá nada porq fala que n tem saldo sendo que tem saldo la;1;2025-12-21 22:21:53;25.9.1.3;Santander;negative;0.830894410610199;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
tá muito legal mas faltou liberar o limite;5;2025-12-21 22:20:01;25.9.1.3;Santander;negative;0.427463561296463;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
só vive bulgado, nem no wi-fi o app abre.;1;2025-12-21 22:01:13;25.9.1.3;Santander;negative;0.7977773547172546;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
App parou de funcionar corretamente.;1;2025-12-21 19:58:56;25.9.1.3;Santander;negative;0.7964524626731873;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
muita Ruin;2;2025-12-21 19:43:00;25.9.1.3;Santander;negative;0.948944091796875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
O banco é bom, mas o app para celular é muito ruim. Já fiquei na mão diversas vezes. Não recomendo.;2;2025-12-21 19:22:01;25.9.1.3;Santander;negative;0.9415208697319032;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
complexo e desconfortável.;3;2025-12-21 18:22:36;25.9.1.3;Santander;negative;0.9020929336547852;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
péssimo estou há 15 dias ,tentando ,tentando aplicativo do meu 💰💶 dinheiro. ( banco ) péssima Gestão , péssima , toda vez tem ir em agência. uma grande transtorno;1;2025-12-21 18:22:08;;Santander;negative;0.9368622303009032;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
